date,price,traffic
2023-03-14,200.0,9034.0
2023-03-15,200.0,9428.0
2023-03-16,200.0,10381.0
2023-03-17,200.0,15057.0
2023-03-18,200.0,11515.0
2023-03-19,200.0,5935.0
2023-03-20,200.0,8002.0
2023-03-21,200.0,9076.0
2023-03-22,200.0,9699.0
2023-03-23,200.0,10442.0
2023-03-24,200.0,14931.0
2023-03-25,200.0,11462.0
2023-03-26,200.0,5852.0
2023-03-27,200.0,7869.0
2023-03-28,200.0,8940.0
2023-03-29,200.0,9434.0
2023-03-30,200.0,10356.0
2023-03-31,200.0,15192.0
2023-04-01,200.0,11835.0
2023-04-02,200.0,5911.0
2023-04-03,200.0,8015.0
2023-04-04,200.0,9138.0
2023-04-05,200.0,9542.0
2023-04-06,200.0,10493.0
2023-04-07,200.0,15207.0
2023-04-08,200.0,11598.0
2023-04-09,200.0,5944.0
2023-04-10,200.0,8041.0
2023-04-11,200.0,9110.0
2023-04-12,200.0,9549.0
2023-04-13,200.0,10396.0
2023-04-14,200.0,15240.0
2023-04-15,200.0,11800.0
2023-04-16,200.0,5874.0
2023-04-17,200.0,7923.0
2023-04-18,200.0,9029.0
2023-04-19,200.0,9486.0
2023-04-20,200.0,10401.0
2023-04-21,200.0,15255.0
2023-04-22,200.0,11793.0
2023-04-23,200.0,5849.0
2023-04-24,200.0,8044.0
2023-04-25,200.0,9231.0
2023-04-26,200.0,9568.0
2023-04-27,200.0,10368.0
2023-04-28,200.0,14971.0
2023-04-29,200.0,11512.0
2023-04-30,200.0,5813.0
2023-05-01,200.0,8150.0
2023-05-02,200.0,9157.0
2023-05-03,200.0,9702.0
2023-05-04,200.0,10459.0
2023-05-05,200.0,15026.0
2023-05-06,200.0,11691.0
2023-05-07,200.0,5809.0
2023-05-08,200.0,7998.0
2023-05-09,200.0,9034.0
2023-05-10,200.0,9721.0
2023-05-11,200.0,10487.0
2023-05-12,200.0,15377.0
2023-05-13,200.0,11748.0
2023-05-14,200.0,5876.0
2023-05-15,200.0,8096.0
2023-05-16,200.0,9226.0
2023-05-17,200.0,9615.0
2023-05-18,200.0,10479.0
2023-05-19,200.0,15218.0
2023-05-20,200.0,11739.0
2023-05-21,200.0,5860.0
2023-05-22,200.0,7960.0
2023-05-23,200.0,9227.0
2023-05-24,200.0,9673.0
2023-05-25,200.0,10497.0
2023-05-26,200.0,15380.0
2023-05-27,200.0,11694.0
2023-05-28,200.0,5944.0
2023-05-29,200.0,7898.0
2023-05-30,200.0,9027.0
2023-05-31,200.0,9642.0
2023-06-01,200.0,10534.0
2023-06-02,200.0,15200.0
2023-06-03,200.0,11695.0
2023-06-04,200.0,5776.0
2023-06-05,200.0,7973.0
2023-06-06,200.0,9205.0
2023-06-07,200.0,9530.0
2023-06-08,200.0,10438.0
2023-06-09,200.0,15359.0
2023-06-10,200.0,11648.0
2023-06-11,200.0,5927.0
2023-06-12,200.0,8013.0
2023-06-13,200.0,9186.0
2023-06-14,200.0,9523.0
2023-06-15,200.0,10552.0
2023-06-16,200.0,15241.0
2023-06-17,200.0,11878.0
2023-06-18,200.0,5900.0
2023-06-19,200.0,7984.0
2023-06-20,200.0,9153.0
2023-06-21,200.0,9591.0
2023-06-22,200.0,10392.0
2023-06-23,200.0,15328.0
2023-06-24,200.0,11506.0
2023-06-25,200.0,5880.0
2023-06-26,200.0,8158.0
2023-06-27,200.0,9224.0
2023-06-28,200.0,9627.0
2023-06-29,200.0,10506.0
2023-06-30,200.0,15324.0
2023-07-01,250.0,10462.0
2023-07-02,250.0,5395.0
2023-07-03,250.0,7224.0
2023-07-04,250.0,8282.0
2023-07-05,250.0,8606.0
2023-07-06,250.0,9479.0
2023-07-07,250.0,13917.0
2023-07-08,250.0,10686.0
2023-07-09,250.0,5407.0
2023-07-10,250.0,7382.0
2023-07-11,250.0,8244.0
2023-07-12,250.0,8571.0
2023-07-13,250.0,9599.0
2023-07-14,250.0,14038.0
2023-07-15,250.0,10790.0
2023-07-16,250.0,5430.0
2023-07-17,250.0,7379.0
2023-07-18,250.0,8563.0
2023-07-19,250.0,9016.0
2023-07-20,250.0,9805.0
2023-07-21,250.0,14475.0
2023-07-22,250.0,11147.0
2023-07-23,250.0,5687.0
2023-07-24,250.0,7706.0
2023-07-25,250.0,8919.0
2023-07-26,250.0,9468.0
2023-07-27,250.0,10364.0
2023-07-28,250.0,15390.0
2023-07-29,250.0,11803.0
2023-07-30,250.0,5828.0
2023-07-31,250.0,8232.0
2023-08-01,250.0,9162.0
2023-08-02,250.0,9703.0
2023-08-03,250.0,10572.0
2023-08-04,250.0,15546.0
2023-08-05,250.0,11719.0
2023-08-06,250.0,5905.0
2023-08-07,250.0,8026.0
2023-08-08,250.0,9235.0
2023-08-09,250.0,9753.0
2023-08-10,250.0,10540.0
2023-08-11,250.0,15255.0
2023-08-12,250.0,11729.0
2023-08-13,250.0,5950.0
2023-08-14,250.0,8049.0
2023-08-15,250.0,9304.0
2023-08-16,250.0,9666.0
2023-08-17,250.0,10437.0
2023-08-18,250.0,15344.0
2023-08-19,250.0,11898.0
2023-08-20,250.0,5931.0
2023-08-21,250.0,8076.0
2023-08-22,250.0,9185.0
2023-08-23,250.0,9798.0
2023-08-24,250.0,10656.0
2023-08-25,250.0,15469.0
2023-08-26,250.0,11730.0
2023-08-27,250.0,5954.0
2023-08-28,250.0,8110.0
2023-08-29,250.0,9261.0
2023-08-30,250.0,9679.0
2023-08-31,250.0,10586.0
2023-09-01,250.0,15658.0
2023-09-02,250.0,11895.0
2023-09-03,250.0,6041.0
2023-09-04,250.0,8017.0
2023-09-05,250.0,9402.0
2023-09-06,250.0,9737.0
2023-09-07,250.0,10635.0
2023-09-08,250.0,15558.0
2023-09-09,250.0,11886.0
2023-09-10,250.0,5951.0
2023-09-11,250.0,8188.0
2023-09-12,250.0,9262.0
2023-09-13,250.0,9747.0
2023-09-14,250.0,10639.0
2023-09-15,250.0,15732.0
2023-09-16,250.0,11614.0
2023-09-17,250.0,5906.0
2023-09-18,250.0,8165.0
2023-09-19,250.0,9390.0
2023-09-20,250.0,9754.0
2023-09-21,250.0,10594.0
2023-09-22,250.0,15349.0
2023-09-23,250.0,11893.0
2023-09-24,250.0,5839.0
2023-09-25,250.0,7990.0
2023-09-26,250.0,9274.0
2023-09-27,250.0,9642.0
2023-09-28,250.0,10744.0
2023-09-29,250.0,15682.0
2023-09-30,250.0,11669.0
2023-10-01,250.0,5955.0
2023-10-02,250.0,8222.0
2023-10-03,250.0,9363.0
2023-10-04,250.0,9909.0
2023-10-05,250.0,10807.0
2023-10-06,250.0,15357.0
2023-10-07,250.0,11661.0
2023-10-08,250.0,5956.0
2023-10-09,250.0,8250.0
2023-10-10,250.0,9160.0
2023-10-11,250.0,9734.0
2023-10-12,250.0,10725.0
2023-10-13,250.0,15228.0
2023-10-14,250.0,11747.0
2023-10-15,250.0,5985.0
2023-10-16,250.0,8145.0
2023-10-17,250.0,9203.0
2023-10-18,250.0,9837.0
2023-10-19,250.0,10757.0
2023-10-20,250.0,15288.0
2023-10-21,250.0,11776.0
2023-10-22,250.0,5902.0
2023-10-23,250.0,8255.0
2023-10-24,250.0,9307.0
2023-10-25,250.0,9841.0
2023-10-26,250.0,10783.0
2023-10-27,250.0,15799.0
2023-10-28,250.0,11887.0
2023-10-29,250.0,6019.0
2023-10-30,250.0,8157.0
2023-10-31,250.0,9268.0
2023-11-01,250.0,9663.0
2023-11-02,250.0,10642.0
2023-11-03,250.0,15664.0
2023-11-04,250.0,11918.0
2023-11-05,250.0,5946.0
2023-11-06,250.0,8329.0
2023-11-07,250.0,9388.0
2023-11-08,250.0,9781.0
2023-11-09,250.0,10861.0
2023-11-10,250.0,15467.0
2023-11-11,250.0,12113.0
2023-11-12,250.0,5992.0
2023-11-13,250.0,8004.0
2023-11-14,250.0,9464.0
2023-11-15,250.0,9741.0
2023-11-16,250.0,10534.0
2023-11-17,250.0,15584.0
2023-11-18,250.0,11886.0
2023-11-19,250.0,5973.0
2023-11-20,250.0,8244.0
2023-11-21,250.0,9119.0
2023-11-22,250.0,9970.0
2023-11-23,250.0,10661.0
2023-11-24,250.0,15467.0
2023-11-25,250.0,11780.0
2023-11-26,250.0,5993.0
2023-11-27,250.0,8222.0
2023-11-28,250.0,9383.0
2023-11-29,250.0,9664.0
2023-11-30,250.0,10652.0
2023-12-01,250.0,15744.0
2023-12-02,250.0,11873.0
2023-12-03,250.0,6019.0
2023-12-04,250.0,8240.0
2023-12-05,250.0,9369.0
2023-12-06,250.0,9904.0
2023-12-07,250.0,10641.0
2023-12-08,250.0,15528.0
2023-12-09,250.0,11912.0
2023-12-10,250.0,6027.0
2023-12-11,250.0,8284.0
2023-12-12,250.0,9358.0
2023-12-13,250.0,9917.0
2023-12-14,250.0,10917.0
2023-12-15,250.0,15305.0
2023-12-16,250.0,11940.0
2023-12-17,250.0,5939.0
2023-12-18,250.0,8048.0
2023-12-19,250.0,9230.0
2023-12-20,250.0,9654.0
2023-12-21,250.0,10617.0
2023-12-22,250.0,15553.0
2023-12-23,250.0,12180.0
2023-12-24,250.0,6029.0
2023-12-25,250.0,8071.0
2023-12-26,250.0,9440.0
2023-12-27,250.0,9804.0
2023-12-28,250.0,10623.0
2023-12-29,250.0,15666.0
2023-12-30,250.0,12087.0
2023-12-31,250.0,6022.0
2024-01-01,350.0,7311.0
2024-01-02,350.0,8227.0
2024-01-03,350.0,8822.0
2024-01-04,350.0,9362.0
2024-01-05,350.0,13645.0
2024-01-06,350.0,10466.0
2024-01-07,350.0,5364.0
2024-01-08,350.0,7259.0
2024-01-09,350.0,8315.0
2024-01-10,350.0,8579.0
2024-01-11,350.0,9410.0
2024-01-12,350.0,13924.0
2024-01-13,350.0,10612.0
2024-01-14,350.0,5383.0
2024-01-15,350.0,7274.0
2024-01-16,350.0,8518.0
2024-01-17,350.0,8695.0
2024-01-18,350.0,9687.0
2024-01-19,350.0,14374.0
2024-01-20,350.0,11238.0
2024-01-21,350.0,5662.0
2024-01-22,350.0,7892.0
2024-01-23,350.0,8801.0
2024-01-24,350.0,9423.0
2024-01-25,350.0,10320.0
2024-01-26,350.0,15465.0
2024-01-27,350.0,11942.0
2024-01-28,350.0,5886.0
2024-01-29,350.0,8220.0
2024-01-30,350.0,9497.0
2024-01-31,350.0,9959.0
2024-02-01,350.0,10605.0
2024-02-02,350.0,15455.0
2024-02-03,350.0,12001.0
2024-02-04,350.0,6015.0
2024-02-05,350.0,8255.0
2024-02-06,350.0,9273.0
2024-02-07,350.0,9741.0
2024-02-08,350.0,10912.0
2024-02-09,350.0,15459.0
2024-02-10,350.0,12155.0
2024-02-11,350.0,6000.0
2024-02-12,350.0,8362.0
2024-02-13,350.0,9429.0
2024-02-14,350.0,9890.0
2024-02-15,350.0,10833.0
2024-02-16,350.0,15598.0
2024-02-17,350.0,11942.0
2024-02-18,350.0,6049.0
2024-02-19,350.0,8250.0
2024-02-20,350.0,9555.0
2024-02-21,350.0,9724.0
2024-02-22,350.0,10753.0
2024-02-23,350.0,15656.0
2024-02-24,350.0,12097.0
2024-02-25,350.0,5965.0
2024-02-26,350.0,8214.0
2024-02-27,350.0,9599.0
2024-02-28,350.0,9838.0
2024-02-29,350.0,10546.0
2024-03-01,350.0,15471.0
2024-03-02,350.0,11829.0
2024-03-03,350.0,6041.0
2024-03-04,350.0,8270.0
2024-03-05,350.0,9258.0
2024-03-06,350.0,10104.0
2024-03-07,350.0,10969.0
2024-03-08,350.0,15796.0
2024-03-09,350.0,12165.0
2024-03-10,350.0,6068.0
2024-03-11,350.0,8386.0
2024-03-12,350.0,9298.0
2024-03-13,350.0,9850.0
2024-03-14,350.0,10924.0
2024-03-15,350.0,15918.0
2024-03-16,350.0,11939.0
2024-03-17,350.0,6026.0
2024-03-18,350.0,8184.0
2024-03-19,350.0,9348.0
2024-03-20,350.0,9824.0
2024-03-21,350.0,10760.0
2024-03-22,350.0,15511.0
2024-03-23,350.0,11881.0
2024-03-24,350.0,6109.0
2024-03-25,350.0,8102.0
2024-03-26,350.0,9577.0
2024-03-27,350.0,9790.0
2024-03-28,350.0,10895.0
2024-03-29,350.0,15689.0
2024-03-30,350.0,12102.0
2024-03-31,350.0,6077.0
2024-04-01,350.0,8338.0
2024-04-02,350.0,9559.0
2024-04-03,350.0,10115.0
2024-04-04,350.0,10872.0
2024-04-05,350.0,15795.0
2024-04-06,350.0,11834.0
2024-04-07,350.0,5997.0
2024-04-08,350.0,8187.0
2024-04-09,350.0,9445.0
2024-04-10,350.0,9721.0
2024-04-11,350.0,10662.0
2024-04-12,350.0,15643.0
2024-04-13,350.0,12008.0
2024-04-14,350.0,6081.0
2024-04-15,350.0,8292.0
2024-04-16,350.0,9507.0
2024-04-17,350.0,9969.0
2024-04-18,350.0,10716.0
2024-04-19,350.0,15826.0
2024-04-20,350.0,12010.0
2024-04-21,350.0,5987.0
2024-04-22,350.0,8398.0
2024-04-23,350.0,9462.0
2024-04-24,350.0,10154.0
2024-04-25,350.0,10732.0
2024-04-26,350.0,15739.0
2024-04-27,350.0,12213.0
2024-04-28,350.0,6102.0
2024-04-29,350.0,8224.0
2024-04-30,350.0,9523.0
2024-05-01,450.0,9202.0
2024-05-02,450.0,9848.0
2024-05-03,450.0,14595.0
2024-05-04,450.0,11091.0
2024-05-05,450.0,5533.0
2024-05-06,450.0,7543.0
2024-05-07,450.0,8599.0
2024-05-08,450.0,9195.0
2024-05-09,450.0,9915.0
2024-05-10,450.0,14402.0
2024-05-11,450.0,10840.0
2024-05-12,450.0,5479.0
2024-05-13,450.0,7645.0
2024-05-14,450.0,8898.0
2024-05-15,450.0,9341.0
2024-05-16,450.0,10141.0
2024-05-17,450.0,14682.0
2024-05-18,450.0,11319.0
2024-05-19,450.0,5683.0
2024-05-20,450.0,7857.0
2024-05-21,450.0,9071.0
2024-05-22,450.0,9559.0
2024-05-23,450.0,10259.0
2024-05-24,450.0,15019.0
2024-05-25,450.0,11848.0
